<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20230504,190000,172.6100000,172.9400000,172.6100000,172.8000000,226420
GAZP,60,20230504,200000,172.7900000,173.1900000,172.7200000,173.1900000,260070
GAZP,60,20230504,210000,173.1300000,173.7100000,173.0900000,173.3700000,567950
GAZP,60,20230504,220000,173.3500000,173.5900000,173.2000000,173.5700000,331320
GAZP,60,20230504,230000,173.5100000,173.9000000,173.4400000,173.6600000,561700
GAZP,60,20230505,100000,173.6600000,175.4800000,172.6300000,175.2700000,5521440
GAZP,60,20230505,110000,175.2400000,175.4400000,173.8400000,174.4600000,2977740
GAZP,60,20230505,120000,174.4900000,174.4900000,173.8200000,173.9300000,1115460
GAZP,60,20230505,130000,173.9300000,174.4800000,173.6300000,174.0800000,1124220
GAZP,60,20230505,140000,174.0800000,174.9000000,173.8600000,174.5200000,1608650
GAZP,60,20230505,150000,174.5200000,174.6600000,173.2600000,173.5000000,1857460
GAZP,60,20230505,160000,173.5000000,173.6800000,172.8100000,173.0300000,1812460
GAZP,60,20230505,170000,173.0500000,173.6800000,172.8600000,173.6500000,1052170
GAZP,60,20230505,180000,173.6400000,173.6400000,173.0900000,173.4900000,877690
GAZP,60,20230505,190000,173.4900000,173.4900000,172.6900000,173.0800000,526950
GAZP,60,20230505,200000,173.0600000,173.3000000,172.8600000,172.8800000,597120
GAZP,60,20230505,210000,172.8800000,172.9700000,172.1000000,172.2500000,1016400
GAZP,60,20230505,220000,172.2600000,172.5000000,171.1600000,172.1400000,1650530
GAZP,60,20230505,230000,172.1400000,172.2100000,171.7200000,172.0900000,934210
GAZP,60,20230508,100000,172.6100000,172.9100000,170.8000000,171.0300000,3732360
GAZP,60,20230508,110000,171.0100000,171.6700000,171.0000000,171.3500000,993470
GAZP,60,20230508,120000,171.3600000,171.4500000,171.0000000,171.0500000,591160
GAZP,60,20230508,130000,171.0500000,171.3600000,170.8000000,171.0800000,914980
GAZP,60,20230508,140000,171.0800000,171.1500000,170.6500000,170.8600000,814240
GAZP,60,20230508,150000,170.8900000,171.1500000,170.8300000,171.0800000,361500
GAZP,60,20230508,160000,171.0800000,171.2800000,170.9300000,171.1200000,468320
GAZP,60,20230508,170000,171.1400000,171.4700000,170.8100000,170.9700000,771700
GAZP,60,20230508,180000,170.9400000,171.5000000,170.6500000,171.5000000,958300
GAZP,60,20230508,190000,171.2000000,171.4900000,171.1200000,171.2800000,412320
GAZP,60,20230508,200000,171.2600000,171.2900000,171.0400000,171.1000000,353530
GAZP,60,20230508,210000,171.0900000,171.1100000,170.8400000,170.8900000,312650
GAZP,60,20230508,220000,170.8900000,171.1900000,170.7800000,171.0500000,374700
GAZP,60,20230508,230000,171.0500000,171.0600000,170.8000000,170.8400000,367420
GAZP,60,20230510,100000,171.2900000,174.8800000,171.1200000,173.7500000,10733300
GAZP,60,20230510,110000,173.7700000,174.2000000,173.3200000,173.4900000,4273200
GAZP,60,20230510,120000,173.4900000,173.6700000,172.9000000,173.1800000,4530830
GAZP,60,20230510,130000,173.1700000,173.5800000,172.8700000,173.5100000,2717220
GAZP,60,20230510,140000,173.5400000,176.4000000,173.3000000,175.7100000,10075410
GAZP,60,20230510,150000,175.7100000,176.7400000,175.2100000,176.1900000,5413590
GAZP,60,20230510,160000,176.1300000,176.4900000,175.0000000,175.0200000,3392180
GAZP,60,20230510,170000,175.0500000,175.4500000,174.1200000,175.0800000,4093350
GAZP,60,20230510,180000,175.0700000,175.3400000,174.6100000,175.3400000,965980
GAZP,60,20230510,190000,175.3500000,175.9000000,175.0400000,175.8100000,1063890
GAZP,60,20230510,200000,175.8300000,176.2800000,175.7900000,175.9900000,1385300
GAZP,60,20230510,210000,175.9900000,176.0000000,175.6600000,175.7600000,456050
GAZP,60,20230510,220000,175.7600000,176.1900000,175.7000000,175.8900000,713830
GAZP,60,20230510,230000,175.9000000,175.9500000,175.2200000,175.5300000,1087810
GAZP,60,20230511,100000,176.1600000,177.7300000,175.8500000,177.3300000,7384240
GAZP,60,20230511,110000,177.3300000,178.1100000,176.8100000,176.8300000,4731810
GAZP,60,20230511,120000,176.8300000,177.5000000,176.1100000,177.1600000,3410620
GAZP,60,20230511,130000,177.1600000,177.1600000,175.1100000,175.5000000,4499700
GAZP,60,20230511,140000,175.4600000,176.0000000,174.2900000,174.8400000,5183650
GAZP,60,20230511,150000,174.8400000,176.3000000,174.8200000,176.0000000,2920010
GAZP,60,20230511,160000,176.0000000,176.0000000,175.2100000,175.5000000,2742100
GAZP,60,20230511,170000,175.5000000,176.0000000,175.3700000,175.9900000,1724590
GAZP,60,20230511,180000,175.9800000,176.2000000,175.5700000,176.2000000,1145350
GAZP,60,20230511,190000,176.2500000,176.8100000,176.0000000,176.1600000,815220
GAZP,60,20230511,200000,176.1600000,176.4200000,174.2900000,174.3600000,1797990
GAZP,60,20230511,210000,174.3700000,174.6000000,171.6100000,173.4500000,9087190
GAZP,60,20230511,220000,173.4600000,174.1700000,172.9000000,173.7200000,3149890
GAZP,60,20230511,230000,173.6400000,174.7800000,173.2100000,174.1300000,1716520
GAZP,60,20230512,100000,174.2900000,175.0000000,172.6100000,173.2800000,5701560
GAZP,60,20230512,110000,173.2800000,173.4200000,172.8000000,173.2200000,2078260
GAZP,60,20230512,120000,173.2300000,173.4700000,172.6900000,173.2900000,1697600
GAZP,60,20230512,130000,173.3200000,173.4800000,173.0200000,173.2200000,866660
GAZP,60,20230512,140000,173.2200000,173.2900000,172.6900000,173.0500000,2055580
GAZP,60,20230512,150000,173.0400000,173.4200000,172.8500000,173.1600000,1794580
GAZP,60,20230512,160000,173.1500000,174.2000000,173.0000000,174.1400000,2203080
GAZP,60,20230512,170000,174.1100000,174.4800000,173.7500000,174.0000000,1727900
GAZP,60,20230512,180000,174.0000000,174.0000000,173.3000000,173.3000000,1682500
GAZP,60,20230512,190000,173.4700000,173.6200000,172.8000000,173.1900000,1075090
GAZP,60,20230512,200000,173.1600000,173.2000000,173.0000000,173.1300000,573040
GAZP,60,20230512,210000,173.1400000,173.5500000,173.1000000,173.4400000,421610
GAZP,60,20230512,220000,173.4400000,174.0900000,173.4000000,174.0400000,847470
GAZP,60,20230512,230000,174.0800000,174.0800000,173.6000000,173.9500000,685130
GAZP,60,20230515,100000,174.6800000,175.5000000,173.8000000,174.7000000,7034360
GAZP,60,20230515,110000,174.6800000,174.8900000,174.0900000,174.3800000,1813770
GAZP,60,20230515,120000,174.3900000,174.5900000,174.3100000,174.5900000,1151760
GAZP,60,20230515,130000,174.5900000,174.6700000,174.1000000,174.5000000,1709410
GAZP,60,20230515,140000,174.5200000,174.6300000,173.2000000,173.9900000,2587430
GAZP,60,20230515,150000,173.9900000,174.3200000,173.4100000,174.2000000,1924590
GAZP,60,20230515,160000,174.2000000,174.3700000,173.9100000,173.9900000,1767210
GAZP,60,20230515,170000,173.9800000,174.1500000,173.7000000,173.9400000,2128390
GAZP,60,20230515,180000,173.9400000,174.1000000,173.5000000,173.9000000,1934620
GAZP,60,20230515,190000,176.6900000,179.8300000,176.0800000,178.9300000,22346280
GAZP,60,20230515,200000,178.9300000,179.4000000,178.1200000,178.9500000,5159430
GAZP,60,20230515,210000,178.9600000,179.2000000,178.2200000,178.7100000,2578530
GAZP,60,20230515,220000,178.7200000,179.2100000,178.5900000,179.1700000,2119190
GAZP,60,20230515,230000,179.1400000,179.2800000,178.8500000,179.0400000,1829530
GAZP,60,20230516,100000,179.9000000,181.8000000,177.9100000,178.4400000,25000420
GAZP,60,20230516,110000,178.4700000,179.3400000,178.1000000,178.5600000,4532290
GAZP,60,20230516,120000,178.5900000,179.2200000,177.3100000,178.0000000,4959010
GAZP,60,20230516,130000,177.9900000,178.6000000,177.6000000,177.9800000,2382410
GAZP,60,20230516,140000,177.9800000,178.3200000,177.3500000,177.7000000,1850630
GAZP,60,20230516,150000,177.7200000,178.2500000,177.5300000,178.1000000,1606290
GAZP,60,20230516,160000,178.1100000,178.1500000,176.7300000,177.4800000,3222600
GAZP,60,20230516,170000,177.5000000,177.9000000,177.4100000,177.5500000,1443180
GAZP,60,20230516,180000,177.5900000,177.9500000,177.0200000,177.0200000,2204780
GAZP,60,20230516,190000,177.0100000,177.4900000,177.0100000,177.4100000,818760
GAZP,60,20230516,200000,177.4100000,177.7900000,177.4100000,177.7500000,519300
GAZP,60,20230516,210000,177.7500000,177.9200000,177.6900000,177.9000000,474760
GAZP,60,20230516,220000,177.9000000,177.9200000,177.6000000,177.7600000,705290
GAZP,60,20230516,230000,177.7500000,177.8200000,177.0500000,177.0500000,1182800
GAZP,60,20230517,100000,176.9000000,178.3800000,175.7200000,176.0600000,10264160
GAZP,60,20230517,110000,176.0600000,176.4400000,175.1000000,176.2600000,4545760
GAZP,60,20230517,120000,176.2600000,176.5700000,175.9100000,176.4000000,2019810
GAZP,60,20230517,130000,176.4200000,177.1100000,175.2000000,176.0700000,4266050
GAZP,60,20230517,140000,176.0700000,176.1300000,175.5100000,175.9300000,1784420
GAZP,60,20230517,150000,175.9200000,176.0000000,175.7200000,175.9600000,1461110
GAZP,60,20230517,160000,175.9600000,176.2000000,174.7200000,175.0700000,5419900
GAZP,60,20230517,170000,175.0400000,175.7500000,175.0000000,175.5100000,1899540
GAZP,60,20230517,180000,175.5100000,175.9000000,175.5000000,175.8900000,1184860
GAZP,60,20230517,190000,175.7700000,176.4200000,175.7700000,176.1800000,1441450
GAZP,60,20230517,200000,176.1800000,176.4700000,176.0500000,176.3500000,963690
GAZP,60,20230517,210000,176.3600000,176.4000000,176.0400000,176.2600000,564420
GAZP,60,20230517,220000,176.2400000,176.3500000,176.1300000,176.1800000,450280
GAZP,60,20230517,230000,176.1800000,176.3000000,176.0800000,176.3000000,607130
GAZP,60,20230518,100000,176.4500000,176.9600000,175.8400000,176.6700000,5023060
GAZP,60,20230518,110000,176.6700000,177.2400000,176.0300000,176.8900000,4514950
GAZP,60,20230518,120000,176.9000000,177.6200000,176.6000000,177.1500000,3273020
GAZP,60,20230518,130000,177.1500000,177.2600000,176.7300000,176.8500000,1426410
GAZP,60,20230518,140000,176.8500000,176.9800000,176.1000000,176.6900000,2402350
GAZP,60,20230518,150000,176.6500000,176.9300000,175.6000000,175.7200000,3438520
GAZP,60,20230518,160000,175.7200000,176.1000000,175.0700000,175.8300000,3576880
GAZP,60,20230518,170000,175.8300000,175.8600000,174.9100000,175.0400000,4088520
GAZP,60,20230518,180000,175.0400000,175.2200000,174.6000000,175.0100000,2529670
GAZP,60,20230518,190000,175.0000000,175.3600000,174.9100000,175.2000000,1020220
GAZP,60,20230518,200000,175.2000000,175.5000000,175.1800000,175.4700000,631170
GAZP,60,20230518,210000,175.4800000,175.5200000,175.1200000,175.3500000,561540
GAZP,60,20230518,220000,175.3400000,175.3500000,175.0100000,175.2100000,622910
GAZP,60,20230518,230000,175.2300000,175.2600000,175.0800000,175.2600000,886700
GAZP,60,20230519,100000,174.9400000,175.0900000,174.0000000,174.1200000,7837360
GAZP,60,20230519,110000,174.1300000,174.7000000,173.6300000,174.5900000,3744740
GAZP,60,20230519,120000,174.5700000,174.9400000,174.3200000,174.6200000,1779130
GAZP,60,20230519,130000,174.6200000,174.6500000,173.9000000,173.9300000,2520590
GAZP,60,20230519,140000,173.9300000,174.2400000,173.7300000,174.2000000,2624810
GAZP,60,20230519,150000,174.1900000,174.2600000,173.8300000,174.0000000,1758980
GAZP,60,20230519,160000,174.0000000,174.1600000,173.8000000,173.8800000,1915190
GAZP,60,20230519,170000,173.8800000,174.0800000,173.0000000,173.1200000,3551500
GAZP,60,20230519,180000,173.1200000,173.9700000,172.8600000,173.9700000,1833770
GAZP,60,20230519,190000,173.6500000,173.9200000,173.6500000,173.8600000,578440
GAZP,60,20230519,200000,173.8600000,173.9700000,173.8000000,173.9500000,598390
GAZP,60,20230519,210000,173.9500000,174.0900000,173.9400000,174.0900000,556540
GAZP,60,20230519,220000,174.0800000,174.6500000,174.0800000,174.6100000,1472020
GAZP,60,20230519,230000,174.6300000,174.6300000,174.4000000,174.4300000,999380
GAZP,60,20230522,100000,175.2300000,175.5000000,174.0500000,174.4300000,7367390
GAZP,60,20230522,110000,174.4300000,174.7400000,173.6600000,174.2700000,3730930
GAZP,60,20230522,120000,174.2700000,174.2700000,173.1800000,173.8300000,4010870
GAZP,60,20230522,130000,173.8300000,174.0000000,173.3000000,173.6400000,1549670
GAZP,60,20230522,140000,173.7100000,174.0000000,171.8500000,172.7300000,5999290
GAZP,60,20230522,150000,172.7400000,172.8500000,170.8500000,171.6400000,9143800
GAZP,60,20230522,160000,171.6400000,172.6900000,171.5000000,172.3500000,3492870
GAZP,60,20230522,170000,172.3800000,173.1600000,172.0000000,172.0000000,2782920
GAZP,60,20230522,180000,172.0300000,172.4800000,171.9000000,172.4100000,1634780
GAZP,60,20230522,190000,172.4000000,172.6800000,172.1200000,172.5300000,851220
GAZP,60,20230522,200000,172.5200000,172.8000000,172.0600000,172.3500000,1047150
GAZP,60,20230522,210000,172.3500000,172.5000000,172.2800000,172.4500000,538400
GAZP,60,20230522,220000,172.4500000,172.5500000,172.1700000,172.1700000,852530
GAZP,60,20230522,230000,172.1900000,172.4900000,172.1500000,172.4700000,797090
GAZP,60,20230523,100000,172.8000000,174.4000000,172.5000000,173.2000000,10301680
GAZP,60,20230523,110000,173.2300000,173.5600000,168.0100000,171.2500000,17192050
GAZP,60,20230523,120000,171.2500000,172.3000000,171.0000000,171.7400000,4993560
GAZP,60,20230523,130000,171.7300000,172.0000000,171.0100000,171.8500000,4079480
GAZP,60,20230523,140000,171.8500000,171.9500000,171.3000000,171.4800000,2273540
GAZP,60,20230523,150000,171.4600000,179.6000000,165.1000000,166.0100000,87706950
GAZP,60,20230523,160000,166.0300000,166.3900000,165.2900000,166.0200000,25224100
GAZP,60,20230523,170000,166.0800000,167.9400000,165.8300000,167.0600000,10852830
GAZP,60,20230523,180000,167.0500000,168.1700000,167.0000000,167.6200000,6852360
GAZP,60,20230523,190000,167.3300000,167.9100000,167.3300000,167.5400000,2958090
GAZP,60,20230523,200000,167.5500000,167.7800000,167.4700000,167.5900000,1677350
GAZP,60,20230523,210000,167.5900000,167.6100000,167.4400000,167.4500000,1950650
GAZP,60,20230523,220000,167.4400000,167.5500000,166.8100000,167.1200000,2251920
GAZP,60,20230523,230000,167.1100000,167.1300000,166.1000000,166.5900000,2386020
GAZP,60,20230524,100000,165.5200000,166.3000000,163.6000000,164.4300000,20636450
GAZP,60,20230524,110000,164.4300000,164.4300000,161.8400000,162.6100000,15712560
GAZP,60,20230524,120000,162.6100000,163.2000000,162.0100000,162.8400000,5139390
GAZP,60,20230524,130000,162.8500000,163.5000000,162.6200000,163.0100000,4038500
GAZP,60,20230524,140000,163.0700000,163.4900000,162.8200000,163.2900000,2074740
GAZP,60,20230524,150000,163.3000000,164.4500000,163.2200000,163.8600000,3663400
GAZP,60,20230524,160000,163.8600000,164.1700000,163.5000000,163.6900000,3365230
GAZP,60,20230524,170000,163.6900000,163.7500000,162.9000000,162.9400000,3540900
GAZP,60,20230524,180000,162.9400000,163.8800000,162.2700000,163.8800000,2603150
GAZP,60,20230524,190000,163.4000000,163.7000000,163.0000000,163.1400000,1020240
GAZP,60,20230524,200000,163.1400000,163.4900000,163.1200000,163.2800000,590400
GAZP,60,20230524,210000,163.2700000,163.3600000,163.0000000,163.0900000,759080
GAZP,60,20230524,220000,163.0900000,163.1700000,162.4600000,162.6300000,1684890
GAZP,60,20230524,230000,162.6000000,163.1000000,162.5700000,162.9600000,847350
GAZP,60,20230525,100000,162.9900000,163.0000000,161.5000000,162.0900000,6389530
GAZP,60,20230525,110000,162.1000000,162.1700000,161.3000000,161.6800000,4112850
GAZP,60,20230525,120000,161.6800000,162.3200000,161.5000000,161.6700000,3795210
GAZP,60,20230525,130000,161.6700000,161.8000000,161.2000000,161.5400000,3306630
GAZP,60,20230525,140000,161.5800000,161.6200000,160.7800000,161.3200000,4506450
GAZP,60,20230525,150000,161.3000000,161.9800000,161.2600000,161.6400000,2223550
GAZP,60,20230525,160000,161.6300000,161.7000000,160.5000000,161.1200000,3882330
GAZP,60,20230525,170000,161.1200000,161.2100000,160.6100000,161.1700000,1919850
GAZP,60,20230525,180000,161.1700000,161.2000000,160.5000000,160.8500000,2397140
GAZP,60,20230525,190000,160.8500000,161.3700000,160.4700000,161.3700000,1648130
GAZP,60,20230525,200000,161.3600000,162.2000000,161.2600000,162.1300000,2114500
GAZP,60,20230525,210000,162.1400000,162.7200000,161.7500000,162.0100000,1654410
GAZP,60,20230525,220000,162.0400000,162.2700000,161.9400000,161.9900000,789200
GAZP,60,20230525,230000,161.9800000,162.4300000,161.9300000,162.3000000,577780
GAZP,60,20230526,100000,162.0100000,163.7500000,161.6900000,163.3000000,7650570
GAZP,60,20230526,110000,163.2800000,165.0000000,162.9000000,164.7000000,5897300
GAZP,60,20230526,120000,164.7000000,164.9000000,164.1700000,164.2800000,2074770
GAZP,60,20230526,130000,164.2800000,165.4000000,164.2700000,164.9800000,4068690
GAZP,60,20230526,140000,164.9900000,165.3900000,164.5700000,164.7600000,2962740
GAZP,60,20230526,150000,164.7500000,164.9000000,164.1300000,164.3000000,3002970
GAZP,60,20230526,160000,164.3200000,164.3800000,163.6500000,163.8500000,3581910
GAZP,60,20230526,170000,163.8800000,165.2000000,163.8000000,164.7000000,3579470
GAZP,60,20230526,180000,164.7000000,164.7500000,164.2000000,164.2000000,1249670
GAZP,60,20230526,190000,164.2000000,164.6500000,164.2000000,164.5900000,660030
GAZP,60,20230526,200000,164.5900000,165.0700000,164.5000000,164.9600000,1111630
GAZP,60,20230526,210000,164.9600000,165.0000000,164.6400000,164.6600000,693900
GAZP,60,20230526,220000,164.6600000,164.7600000,164.5000000,164.6200000,527160
GAZP,60,20230526,230000,164.6200000,164.6300000,164.3500000,164.4800000,559250
GAZP,60,20230529,100000,165.9000000,167.0500000,164.6100000,165.2500000,8055340
GAZP,60,20230529,110000,165.2600000,165.3100000,164.5400000,164.5500000,3176140
GAZP,60,20230529,120000,164.5500000,165.2800000,164.5400000,164.8800000,1987200
GAZP,60,20230529,130000,164.8500000,164.9000000,163.0500000,163.6200000,4013700
GAZP,60,20230529,140000,163.6600000,163.8200000,162.4500000,162.5600000,4182980
GAZP,60,20230529,150000,162.5600000,162.9000000,162.4800000,162.5900000,2985250
GAZP,60,20230529,160000,162.6000000,162.8400000,162.4500000,162.6100000,2372210
GAZP,60,20230529,170000,162.6000000,163.6500000,162.5900000,163.3700000,2760530
GAZP,60,20230529,180000,163.3600000,164.0000000,163.2900000,164.0000000,1699020
GAZP,60,20230529,190000,163.8700000,163.8800000,163.3600000,163.5800000,868740
GAZP,60,20230529,200000,163.5900000,163.5900000,163.1000000,163.5600000,623540
GAZP,60,20230529,210000,163.5600000,163.5700000,163.3700000,163.5100000,264350
GAZP,60,20230529,220000,163.5000000,163.5700000,163.2400000,163.4700000,424570
GAZP,60,20230529,230000,163.4700000,163.6500000,163.4400000,163.6000000,373890
GAZP,60,20230530,100000,162.1500000,164.9900000,161.8000000,164.6900000,9547420
GAZP,60,20230530,110000,164.6800000,165.4000000,163.4100000,163.4400000,5452310
GAZP,60,20230530,120000,163.4300000,164.3800000,163.0000000,163.8000000,4350150
GAZP,60,20230530,130000,163.7900000,163.8400000,163.4700000,163.6000000,1419310
GAZP,60,20230530,140000,163.6000000,163.7000000,163.3500000,163.3900000,2087120
GAZP,60,20230530,150000,163.3800000,163.4900000,163.0100000,163.1500000,2468290
GAZP,60,20230530,160000,163.1600000,163.1700000,162.2000000,162.4900000,4688430
GAZP,60,20230530,170000,162.5000000,162.5000000,161.8800000,162.3000000,3127840
GAZP,60,20230530,180000,162.3000000,162.3000000,161.5200000,161.7000000,3260050
GAZP,60,20230530,190000,161.7000000,162.3500000,161.7000000,162.3100000,885660
GAZP,60,20230530,200000,162.3200000,162.3200000,162.0000000,162.2000000,723230
GAZP,60,20230530,210000,162.1900000,162.3700000,162.0000000,162.3100000,614600
GAZP,60,20230530,220000,162.3000000,162.3100000,162.0100000,162.1400000,466100
GAZP,60,20230530,230000,162.1500000,162.2000000,161.5000000,161.9000000,1402520
GAZP,60,20230531,100000,161.5100000,161.6900000,160.9000000,161.4700000,4785540
GAZP,60,20230531,110000,161.4700000,163.3000000,161.2100000,163.2400000,5724000
GAZP,60,20230531,120000,163.2200000,163.2300000,162.3300000,162.8900000,2218190
GAZP,60,20230531,130000,162.8800000,163.2000000,162.3800000,162.5700000,1697130
GAZP,60,20230531,140000,162.6200000,162.7400000,162.0000000,162.2300000,1820710
GAZP,60,20230531,150000,162.2700000,162.9500000,162.2400000,162.3500000,1185670
GAZP,60,20230531,160000,162.3500000,162.9400000,162.2800000,162.8800000,832710
GAZP,60,20230531,170000,162.8500000,163.1900000,162.3000000,162.5300000,1821100
GAZP,60,20230531,180000,162.5600000,163.0900000,162.5100000,163.0900000,1170310
GAZP,60,20230531,190000,163.0800000,163.0800000,162.6300000,162.7100000,401660
GAZP,60,20230531,200000,162.7000000,162.8900000,162.6000000,162.6400000,333530
GAZP,60,20230531,210000,162.6000000,162.8400000,162.6000000,162.6900000,290660
GAZP,60,20230531,220000,162.6600000,162.9100000,162.6300000,162.8200000,320710
GAZP,60,20230531,230000,162.8200000,162.9700000,162.6700000,162.9400000,351380
GAZP,60,20230601,100000,162.8800000,163.4700000,162.5000000,162.9900000,2977240
GAZP,60,20230601,110000,162.9900000,163.2300000,162.6000000,162.9300000,1823570
GAZP,60,20230601,120000,162.9800000,163.0600000,162.3000000,162.3400000,1882920
GAZP,60,20230601,130000,162.3300000,162.4900000,162.0100000,162.2000000,2183870
GAZP,60,20230601,140000,162.2300000,162.5300000,162.1000000,162.1600000,1581150
GAZP,60,20230601,150000,162.1600000,163.0700000,162.0000000,162.2000000,2028910
GAZP,60,20230601,160000,162.2000000,162.2000000,161.6000000,161.6800000,1457660
GAZP,60,20230601,170000,161.6800000,162.2900000,161.5000000,162.0200000,1385070
GAZP,60,20230601,180000,162.0200000,162.2000000,161.9000000,162.2000000,682270
GAZP,60,20230601,190000,162.0000000,162.2800000,162.0000000,162.0100000,520430
GAZP,60,20230601,200000,162.0100000,162.1200000,161.7000000,161.8800000,608150
GAZP,60,20230601,210000,161.8900000,162.0000000,161.6200000,161.6500000,457090
GAZP,60,20230601,220000,161.6800000,161.8500000,161.6000000,161.6100000,525010
GAZP,60,20230601,230000,161.6000000,161.6300000,161.5400000,161.5500000,572590
GAZP,60,20230602,100000,161.4200000,162.1900000,161.1000000,161.6700000,2330680
GAZP,60,20230602,110000,161.6700000,162.6300000,161.5500000,162.2900000,2266300
GAZP,60,20230602,120000,162.2900000,162.4700000,161.8100000,161.9600000,1334670
GAZP,60,20230602,130000,161.9100000,162.7400000,161.9100000,162.7000000,1659310
GAZP,60,20230602,140000,162.7000000,162.7400000,162.2000000,162.5300000,867700
GAZP,60,20230602,150000,162.5300000,162.7300000,162.3900000,162.5800000,1213420
GAZP,60,20230602,160000,162.5800000,163.4000000,162.5600000,163.1400000,2908870
GAZP,60,20230602,170000,163.1400000,163.1500000,162.8900000,162.9900000,831800
GAZP,60,20230602,180000,163.0000000,163.2600000,162.9100000,163.2100000,1261440
GAZP,60,20230602,190000,163.2100000,163.2100000,162.6500000,162.7700000,462990
GAZP,60,20230602,200000,162.7700000,163.0000000,162.2500000,162.3000000,676940
GAZP,60,20230602,210000,162.3500000,162.5600000,162.3000000,162.4800000,230850
GAZP,60,20230602,220000,162.4500000,162.7400000,162.4300000,162.6400000,341770
GAZP,60,20230602,230000,162.6000000,162.7000000,162.5000000,162.5800000,360470
GAZP,60,20230605,100000,162.5800000,163.2700000,162.1200000,162.4800000,2744250
GAZP,60,20230605,110000,162.4800000,164.6000000,162.4400000,164.3800000,6361590
GAZP,60,20230605,120000,164.3900000,164.4400000,163.7800000,164.1900000,2561170
GAZP,60,20230605,130000,164.1900000,164.4500000,163.8700000,164.3800000,2405270
GAZP,60,20230605,140000,164.3700000,164.4000000,162.6200000,163.1600000,2855800
GAZP,60,20230605,150000,163.1600000,163.4800000,161.7900000,163.2600000,5794910
GAZP,60,20230605,160000,163.2700000,163.4600000,162.5100000,162.8600000,1310920
GAZP,60,20230605,170000,162.8500000,163.1400000,162.5500000,162.5700000,810390
GAZP,60,20230605,180000,162.5700000,162.7000000,162.0100000,162.7000000,1467720
GAZP,60,20230605,190000,162.6700000,162.8500000,162.1600000,162.4900000,582950
GAZP,60,20230605,200000,162.4800000,162.5800000,162.0000000,162.1300000,437460
GAZP,60,20230605,210000,162.1000000,162.4800000,161.6000000,162.4800000,1479320
GAZP,60,20230605,220000,162.4700000,162.6000000,162.1100000,162.1600000,390470
GAZP,60,20230605,230000,162.1700000,162.5000000,162.0400000,162.4700000,337960
GAZP,60,20230606,100000,162.1900000,163.4100000,161.6900000,162.8900000,5832200
GAZP,60,20230606,110000,162.8700000,163.8500000,162.6300000,163.4100000,2871530
GAZP,60,20230606,120000,163.3900000,163.4800000,162.3000000,162.9500000,2084630
GAZP,60,20230606,130000,162.9200000,162.9500000,162.4100000,162.4900000,898050
GAZP,60,20230606,140000,162.5000000,163.2500000,162.3000000,163.0300000,1093040
GAZP,60,20230606,150000,163.0200000,163.3000000,163.0000000,163.1200000,796320
GAZP,60,20230606,160000,163.1300000,163.4000000,162.5700000,163.2100000,1174760
GAZP,60,20230606,170000,163.2000000,163.4300000,162.8300000,162.9000000,990570
GAZP,60,20230606,180000,162.9000000,163.2100000,162.5700000,162.5700000,794420
GAZP,60,20230606,190000,162.7400000,163.2700000,162.6600000,163.0100000,661660
GAZP,60,20230606,200000,163.0000000,163.2500000,163.0000000,163.0200000,269560
GAZP,60,20230606,210000,163.0300000,163.0300000,162.8000000,162.9300000,300640
GAZP,60,20230606,220000,162.9700000,163.1700000,162.9100000,163.0500000,219420
GAZP,60,20230606,230000,163.0900000,163.2200000,163.0400000,163.1600000,271370
GAZP,60,20230607,100000,163.2400000,164.2800000,162.6700000,164.1700000,3838980
GAZP,60,20230607,110000,164.1600000,165.7800000,164.1500000,164.9000000,9101310
GAZP,60,20230607,120000,164.9000000,165.2800000,164.7100000,165.0600000,2455670
GAZP,60,20230607,130000,165.0500000,165.8700000,165.0500000,165.6000000,3985140
GAZP,60,20230607,140000,165.6000000,165.7000000,164.9000000,165.1500000,2751500
GAZP,60,20230607,150000,165.1500000,165.6400000,165.1400000,165.5700000,1380570
GAZP,60,20230607,160000,165.5700000,165.8000000,165.1000000,165.3800000,2430060
GAZP,60,20230607,170000,165.3700000,165.4000000,163.8300000,164.4300000,3657660
GAZP,60,20230607,180000,164.4400000,164.7700000,164.0000000,164.4200000,1099260
GAZP,60,20230607,190000,164.4500000,164.7500000,164.1600000,164.7500000,586000
GAZP,60,20230607,200000,164.7400000,164.7700000,164.5000000,164.5500000,239040
GAZP,60,20230607,210000,164.5500000,164.7700000,164.5000000,164.7300000,262480
GAZP,60,20230607,220000,164.7500000,164.9000000,164.5200000,164.6900000,363870
GAZP,60,20230607,230000,164.6900000,164.8100000,164.6200000,164.6500000,258940
GAZP,60,20230608,100000,164.6900000,165.7000000,164.1400000,165.0700000,3533290
GAZP,60,20230608,110000,165.0800000,165.4500000,164.5900000,165.4000000,1539660
GAZP,60,20230608,120000,165.4000000,166.3500000,165.3800000,166.3100000,4632620
GAZP,60,20230608,130000,166.3000000,166.4100000,165.7100000,165.8000000,2193100
GAZP,60,20230608,140000,165.8000000,166.0500000,165.7700000,166.0100000,806870
GAZP,60,20230608,150000,166.0300000,166.0500000,165.5000000,165.8300000,1023640
GAZP,60,20230608,160000,165.8300000,166.3800000,165.8300000,166.3600000,2142060
